id,first_name,last_name,email,gender,date_of_birth,study,ganghood,sport,graduation_year
111-1502,Vicky,WALLAGE,vwallage@uni.edu,Male,08/10/1997,Mathematics,,,2023
113-8984,Eileen,FAIRBURN,efairburn@uni.edu,Female,26/10/1998,IT,Kappa Xi,Basketball,2023
116-8117,Kassey,SIMONARD,ksimonard@uni.edu,Male,06/10/1997,Computer Science,,,2022
113-9960,Willyt,BABBER,wbabber@uni.edu,Polygender,12/08/1998,Art & Culture,Epsilon,,2024
113-4548,Marion,SUTTERFIELD,msutterfield@uni.edu,Male,02/10/1997,Biotechnology,,,2022
115-5395,Sawyer,SIEMENS,ssiemens@uni.edu,Male,18/02/1998,Tourism & Catering,,,2023
114-2937,Drusie,PEDLEY,dpedley@uni.edu,Female,27/07/1997,IT,,Cheerleading,2022
111-1989,Boot,HUET,bhuet@uni.edu,Non-binary,23/07/1997,Mathematics,,,2022
115-3314,Tilly,STRANIO,tstranio@uni.edu,Female,05/03/1996,Chemistry,,,2023
117-7036,Vin,GIFKINS,vgifkins@uni.edu,Male,27/12/1997,Mathematics,,Basketball,2023
116-5099,Chico,WORMSTONE,cwormstone@uni.edu,Female,19/02/1997,Art & Culture,,,2023
111-5447,Wally,KELBERER,wkelberer@uni.edu,Male,22/01/1996,Biotechnology,,Football,2023
113-6737,Wynne,WHITLAND,wwhitland@uni.edu,Female,20/06/1996,Tourism & Catering,,,2023
112-7170,Pansie,DUFFYN,pduffyn@uni.edu,Female,04/09/1996,History,,,2024
112-1704,Guillema,BENNETTS,gbennetts@uni.edu,Female,14/01/1997,Psychology,,,2022
118-3562,Leroi,MAREN,lmaren@uni.edu,Male,20/11/1996,Gastronomy,,,2022
117-8099,Stacee,MARLE,smarle@uni.edu,Male,02/08/1997,Engineering,,,2023
112-7469,Osmond,CANCELLIERI,ocancellieri@uni.edu,Female,19/05/1997,History,Beta Mu,Tennis,2022
113-6445,Carine,MOORE,cmoore@uni.edu,Male,16/02/1996,Engineering,,,2024
111-5687,Ilysa,BROCKHURST,ibrockhurst@uni.edu,Male,19/04/1996,Biotechnology,,,2022
116-2949,Natale,FRIGOUT,nfrigout@uni.edu,Bigender,01/06/1997,Chemistry,,,2022
111-7913,Benjy,GANTER,bganter@uni.edu,Female,01/06/1998,Chemistry,,Cheerleading,2023
115-8751,Clarissa,MARION,cmarion@uni.edu,Non-binary,09/07/1997,Tourism & Catering,,,2023
113-3828,Franny,GYNNI,fgynni@uni.edu,Non-binary,22/03/1996,Architecture,,Hockey,2023
111-3409,Tad,CORNALL,tcornall@uni.edu,Male,15/08/1997,Litterature & Linguistics,,,2023
115-3761,Hersch,SAMSIN,hsamsin@uni.edu,Male,29/01/1998,IT,,Football,2023
118-3969,Kathye,SANFORD,ksanford@uni.edu,Female,22/02/1997,Medicine,,,2024
117-7892,Allison,OGGLEBIE,aogglebie@uni.edu,Female,27/05/1997,Psychology,,Track & Field,2024
114-1406,Maurits,MCGEOCH,mmcgeoch@uni.edu,Female,17/08/1996,Physics,,,2022
111-9564,Obadiah,SYDER,osyder@uni.edu,Female,18/07/1997,Psychology,,,2023
111-4898,Auria,PREATOR,apreator@uni.edu,Male,06/08/1997,Biotechnology,,,2024
111-9236,Demetris,DE WILDE,ddewilde@uni.edu,Male,19/03/1998,Computer Science,Nu Phi Lambda,Football,2024
116-7956,Mariska,PURCHON,mpurchon@uni.edu,Female,21/07/1996,Tourism & Catering,,,2022
116-4083,Melosa,WARRACK,mwarrack@uni.edu,Female,11/08/1998,Computer Science,,,2023
112-1604,Ora,MICHALLAT,omichallat@uni.edu,Female,30/11/1996,History,,,2023
117-9867,Miran,VICTORIA,mvictoria@uni.edu,Female,25/07/1998,Medicine,,,2023
115-8795,Ulrick,BORTOLETTI,ubortoletti@uni.edu,Genderqueer,13/05/1998,Agronomy,,,2022
115-4917,Gan,REILING,greiling@uni.edu,Male,12/04/1996,Mathematics,,,2022
112-5984,Valenka,GAZZARD,vgazzard@uni.edu,Male,30/03/1997,Computer Science,,,2023
114-9330,Sherrie,DAVIDDE,sdavidde@uni.edu,Male,01/04/1998,Computer Science,,Basketball,2022
112-8970,Karlens,CHERRY,kcherry@uni.edu,Female,05/08/1997,Law,,,2022
119-6568,Tammi,STUBBELEY,tstubbeley@uni.edu,Male,31/01/1996,Art & Culture,,Soccer,2023
113-3734,Colin,DISHMON,cdishmon@uni.edu,Male,26/07/1997,IT,,Basketball,2022
113-2975,Isadora,JEDRACHOWICZ,ijedrachowicz@uni.edu,Female,18/07/1996,Biotechnology,,Swimming,2022
112-5570,Lizbeth,CORSHAM,lcorsham@uni.edu,Female,03/01/1998,Litterature & Linguistics,,,2022
113-3929,Cob,ROTHAM,crotham@uni.edu,Male,12/07/1997,Law,,Tennis,2023
115-2632,Jere,MANOCH,jmanoch@uni.edu,Female,10/02/1997,Gastronomy,,Swimming,2023
111-7486,Ryley,ITZIG,ritzig@uni.edu,Male,01/02/1997,Finance,,,2022
117-7069,Hana,KMENT,hkment@uni.edu,Female,11/04/1997,Gastronomy,,Gymnastics,2024
117-8917,Marjy,ALLEWAY,malleway@uni.edu,Female,06/04/1996,Physics,,,2023
112-7946,Giffard,FAVERYEAR,gfaveryear@uni.edu,Genderfluid,10/01/1996,Law,,,2022
112-3343,Dinah,RAYLTON,draylton@uni.edu,Female,04/04/1997,Psychology,,,2022
112-1087,Mareah,HEUGLE,mheugle@uni.edu,Male,10/06/1998,IT,,,2022
118-3659,Ardisj,WEIN,awein@uni.edu,Female,22/10/1997,Chemistry,,,2024
117-8404,Keeley,WILCOCK,kwilcock@uni.edu,Female,05/06/1996,Psychology,,,2022
118-8431,Eliot,VONDERDELL,evonderdell@uni.edu,Female,07/02/1997,Engineering,,Cheerleading,2024
114-2321,Joletta,JICKLES,jjickles@uni.edu,Female,14/12/1997,Tourism & Catering,,Cheerleading,2022
113-2294,Albertine,REBILLARD,arebillard@uni.edu,Male,17/01/1997,IT,,,2023
112-2197,Lorrie,O'DULCHONTA,lodulchonta@uni.edu,Female,27/05/1998,Tourism & Catering,,,2022
113-1481,Rozamond,MENDEZ,rmendez@uni.edu,Male,13/01/1996,Medicine,,,2022
115-7760,Monroe,COMUSSO,mcomusso@uni.edu,Genderqueer,08/11/1996,History,,,2023
111-2022,Gannon,HADDLESTON,ghaddleston@uni.edu,Male,26/12/1997,Physics,,,2023
111-7861,Jasmin,WAKELEY,jwakeley@uni.edu,Male,06/02/1996,Business Administration,,Gymnastics,2023
112-3773,Natalya,HEATHER,nheather@uni.edu,Female,30/09/1996,Chemistry,,,2022
118-3943,Beryle,PORT,bport@uni.edu,Male,21/12/1996,Litterature & Linguistics,,,2023
116-5839,Randa,CASTILLO,rcastillo@uni.edu,Male,02/11/1998,Computer Science,,Football,2023
119-3498,Charis,DUMBELTON,cdumbelton@uni.edu,Male,21/02/1998,Medicine,,,2022
119-6021,Caldwell,JUNKISON,cjunkison@uni.edu,Female,26/10/1997,Architecture,,,2023
116-6628,Janeva,BOULDE,jboulde@uni.edu,Male,30/09/1998,IT,Kappa Xi,Rowing,2024
114-9234,Davidde,CHIMENTI,dchimenti@uni.edu,Female,29/11/1998,Art & Culture,,,2024
119-9528,Theodora,JANSEY,tjansey@uni.edu,Male,08/03/1998,Agronomy,,,2022
115-4920,Flory,GIABUCCI,fgiabucci@uni.edu,Male,20/12/1998,Psychology,,,2022
119-1933,Mata,DANICK,mdanick@uni.edu,Male,24/01/1996,History,,,2024
111-7574,Jackelyn,BORLEY,jborley@uni.edu,Male,04/08/1998,Psychology,,Tennis,2024
117-8702,Kerwin,HABBEN,khabben@uni.edu,Male,06/06/1998,Physics,,,2024
112-2859,Ax,MARZELLANO,amarzellano@uni.edu,Female,21/10/1996,Chemistry,,,2022
111-9600,Shelia,BARTHOLOMIEU,sbartholomieu@uni.edu,Male,29/10/1996,Law,,,2024
114-9581,Sula,GATHERCOLE,sgathercole@uni.edu,Male,05/04/1996,Computer Science,,,2024
116-7052,Demetris,MACNEICE,dmacneice@uni.edu,Female,31/03/1996,Chemistry,,,2024
118-4235,Gerek,CASEWELL,gcasewell@uni.edu,Male,18/07/1997,Gastronomy,,,2024
116-9761,Alejandra,HEDINGHAM,ahedingham@uni.edu,Male,24/12/1996,Chemistry,,Soccer,2024
116-1568,Leese,GAYWOOD,lgaywood@uni.edu,Female,03/10/1997,Computer Science,,Cheerleading,2022
115-9116,Pooh,HOGGAN,phoggan@uni.edu,Male,28/01/1996,Gastronomy,,,2022
114-3779,Redd,RAESIDE,rraeside@uni.edu,Male,17/02/1997,IT,,,2024
119-9724,Leslie,KILIUS,lkilius@uni.edu,Male,04/11/1998,Mathematics,,,2024
117-3641,Petrina,DENERLEY,pdenerley@uni.edu,Male,18/09/1998,Architecture,,,2022
113-4133,Rafaellle,HABRON,rhabron@uni.edu,Female,30/09/1998,History,,,2024
118-5837,Melitta,ROY,mroy@uni.edu,Male,05/12/1998,Litterature & Linguistics,,Martial Arts,2024
113-4812,Buffy,CAUDLE,bcaudle@uni.edu,Male,14/02/1997,Psychology,,Hockey,2022
115-5819,Delphine,KOHLERMAN,dkohlerman@uni.edu,Female,18/07/1997,Litterature & Linguistics,,,2024
112-4778,Donnamarie,OXBURY,doxbury@uni.edu,Male,03/01/1998,Art & Culture,,,2024
116-3279,Fernandina,MACENZY,fmacenzy@uni.edu,Female,05/12/1997,Mathematics,,,2024
112-2688,Trina,LONGTHORNE,tlongthorne@uni.edu,Female,14/02/1997,Agronomy,,,2024
114-1255,Tristam,WHITTLE,twhittle@uni.edu,Female,14/11/1996,Medicine,,,2024
117-3562,Roi,CREMER,rcremer@uni.edu,Male,11/06/1996,Litterature & Linguistics,,,2022
114-8506,Tamar,ROMAINT,tromaint@uni.edu,Female,11/10/1998,Psychology,,Gymnastics,2022
115-2420,Fernandina,IOANNIDIS,fioannidis@uni.edu,Male,18/08/1997,Architecture,,,2024
111-9123,Talya,HADLEY,thadley@uni.edu,Female,17/06/1997,Finance,,,2023
118-3329,Emilia,BRADDON,ebraddon@uni.edu,Genderfluid,04/03/1998,Computer Science,,Tennis,2024
119-3004,Mathias,FILDES,mfildes@uni.edu,Polygender,17/05/1998,Architecture,,,2023
116-6449,Adelaida,BRETTELLE,abrettelle@uni.edu,Female,24/04/1998,IT,,,2024
111-1089,Wyatan,LANDRE,wlandre@uni.edu,Male,08/11/1998,Agronomy,,,2023
117-8243,Lizabeth,AYLESBURY,laylesbury@uni.edu,Male,08/04/1997,Mathematics,,Swimming,2022
119-8012,Maible,DARK,mdark@uni.edu,Male,02/03/1998,Litterature & Linguistics,,Soccer,2022
119-3230,Kleon,CROWD,kcrowd@uni.edu,Female,23/10/1996,Computer Science,,,2023
115-2753,Adelina,CHATBURN,achatburn@uni.edu,Male,16/06/1997,Architecture,,,2023
113-3092,Chickie,BRIGSTOCK,cbrigstock@uni.edu,Male,06/08/1996,IT,,Basketball,2022
119-7156,Grazia,DUESBERRY,gduesberry@uni.edu,Male,10/11/1998,Gastronomy,,,2022
116-6431,Emlynn,ROBBERECHT,erobberecht@uni.edu,Male,11/04/1998,IT,,Soccer,2022
117-1718,Townie,PRIEL,tpriel@uni.edu,Male,14/02/1997,Journalism,Zeta Omega,Football,2023
117-2882,Waylan,NEGUS,wnegus@uni.edu,Male,25/01/1998,Psychology,,Soccer,2022
113-8738,Celisse,CHURCHARD,cchurchard@uni.edu,Male,02/11/1998,Journalism,,,2023
117-9374,Melicent,ROUND,mround@uni.edu,Female,23/12/1998,Art & Culture,,,2023
112-1192,Dilly,TILFORD,dtilford@uni.edu,Male,18/06/1997,Computer Science,,,2022
116-8619,Pincas,STURGES,psturges@uni.edu,Non-binary,17/05/1997,Business Administration,,,2024
115-5870,Hill,DANNEIL,hdanneil@uni.edu,Female,13/09/1998,Business Administration,Epsilon,Soccer,2023
118-3240,Rodger,RINGE,rringe@uni.edu,Male,14/09/1998,Journalism,,Martial Arts,2024
112-4655,Aleda,GOODHEW,agoodhew@uni.edu,Female,20/05/1998,Architecture,,,2022
116-4892,Valli,POOKE,vpooke@uni.edu,Polygender,16/02/1996,Law,,Rowing,2022
113-6991,Moses,HAUGEN,mhaugen@uni.edu,Female,12/04/1998,Computer Science,Epsilon,Cheerleading,2023
117-4721,Sven,BRANDHAM,sbrandham@uni.edu,Female,27/02/1998,Business Administration,,Rowing,2022
111-8442,Stacee,PYATT,spyatt@uni.edu,Female,03/07/1997,Journalism,Kappa Xi,Basketball,2024
112-1663,Rora,ANNIES,rannies@uni.edu,Female,08/01/1998,History,,,2024
116-8465,Rufe,YAKOVITCH,ryakovitch@uni.edu,Male,11/07/1998,Medicine,,,2023
112-8040,Minette,FOULCHER,mfoulcher@uni.edu,Female,18/12/1997,Mathematics,,,2023
116-1027,Tara,ALBANY,talbany@uni.edu,Male,30/03/1996,Business Administration,,,2024
118-2378,Antonin,GIANNINI,agiannini@uni.edu,Polygender,17/08/1996,Tourism & Catering,,,2024
115-9712,Fritz,QUAIL,fquail@uni.edu,Male,14/08/1998,Psychology,,Track & Field,2022
114-9414,Annora,KANTOR,akantor@uni.edu,Female,13/09/1997,Agronomy,,,2022
111-7852,Brittney,BELLENGER,bbellenger@uni.edu,Female,12/09/1998,Psychology,,,2024
116-7604,Margarette,MAHAFFEY,mmahaffey@uni.edu,Polygender,10/04/1998,Art & Culture,,Gymnastics,2024
117-3678,Ashia,DILLIMORE,adillimore@uni.edu,Non-binary,25/02/1996,Physics,,,2023
118-8072,Leland,STANDBROOKE,lstandbrooke@uni.edu,Female,22/07/1998,Art & Culture,,,2024
115-1904,Daloris,COOMER,dcoomer@uni.edu,Polygender,29/06/1997,Medicine,,,2024
111-7895,Ambrose,ALTEN,aalten@uni.edu,Male,03/04/1997,Business Administration,,,2024
114-3002,Mariam,TODERINI,mtoderini@uni.edu,Female,18/07/1998,Architecture,,,2023
112-9973,Cecil,KETTLESTRINGES,ckettlestringes@uni.edu,Male,27/11/1998,IT,,,2024
115-6668,Berny,CROMETT,bcromett@uni.edu,Female,21/09/1998,Law,,,2023
114-6959,Tymon,BELLINGER,tbellinger@uni.edu,Female,05/04/1997,Chemistry,,Swimming,2024
114-7998,Samson,WINDHAM,swindham@uni.edu,Male,24/06/1997,Psychology,,Hockey,2022
114-5524,Dawn,RUGGLES,druggles@uni.edu,Male,05/12/1997,Art & Culture,,Basketball,2024
111-3578,Alfons,FOUNTAINE,afountaine@uni.edu,Male,21/07/1996,Business Administration,,Tennis,2024
119-5721,Redford,BOTTOMLEY,rbottomley@uni.edu,Female,13/07/1996,Computer Science,,Hockey,2024
119-9990,Lilly,GHIONE,lghione@uni.edu,Female,26/08/1998,Chemistry,,,2024
111-6137,Doralyn,JIRACEK,djiracek@uni.edu,Male,31/01/1997,Engineering,,Basketball,2024
118-2545,Adrianna,JUETT,ajuett@uni.edu,Female,18/12/1998,Litterature & Linguistics,,,2024
118-5243,Cortney,JULYAN,cjulyan@uni.edu,Female,20/04/1998,Physics,,,2023
112-9795,Britt,MARVEL,bmarvel@uni.edu,Male,21/07/1997,Journalism,,,2022
118-3018,Eleanora,DONISI,edonisi@uni.edu,Female,22/11/1997,Medicine,,,2024
118-3934,Zaria,TINGLE,ztingle@uni.edu,Male,22/09/1996,Tourism & Catering,,Basketball,2024
113-7157,Aldus,O'CONNOR,aoconnor@uni.edu,Male,28/07/1998,Law,,,2023
117-4276,Maison,ANDERSCH,mandersch@uni.edu,Male,23/06/1997,Gastronomy,,Volleyball,2024
117-4118,Obadiah,CHAWNER,ochawner@uni.edu,Female,07/06/1997,Art & Culture,Beta Mu,,2024
111-4711,Thor,HOVENDEN,thovenden@uni.edu,Male,04/05/1998,Business Administration,,Basketball,2023
111-8011,Frederico,ORTHMANN,forthmann@uni.edu,Male,05/01/1998,Biotechnology,,,2023
117-4363,Marice,DALLAS,mdallas@uni.edu,Female,07/09/1997,Biotechnology,,,2023
111-1763,Carney,INGRY,cingry@uni.edu,Male,03/07/1996,Mathematics,,Hockey,2022
112-2680,Nathalie,FRAPWELL,nfrapwell@uni.edu,Male,30/04/1997,Gastronomy,Beta Mu,Football,2023
119-5944,Noell,KNAPPITT,nknappitt@uni.edu,Female,28/06/1996,Litterature & Linguistics,,,2023
113-8305,Raynard,GATECLIFFE,rgatecliffe@uni.edu,Male,13/10/1998,Engineering,,,2023
116-2819,Charo,RANKIN,crankin@uni.edu,Male,07/07/1997,Architecture,,,2022
112-9414,Morgun,ROTHMAN,mrothman@uni.edu,Female,05/06/1998,Art & Culture,,,2022
118-3634,Titos,WOONTON,twoonton@uni.edu,Female,16/08/1996,Tourism & Catering,,,2024
111-2243,Jere,JAGGERS,jjaggers@uni.edu,Female,27/02/1997,Litterature & Linguistics,,Rowing,2022
114-3968,Rupert,PHILBROOK,rphilbrook@uni.edu,Female,17/01/1996,Medicine,,,2023
116-2854,Darb,MOTT,dmott@uni.edu,Female,04/01/1996,Tourism & Catering,,,2023
111-6896,Waylen,SPURRIOR,wspurrior@uni.edu,Male,29/10/1997,Law,Delta Magnus,Hockey,2024
113-1364,Jodee,DEVERALL,jdeverall@uni.edu,Male,14/12/1997,IT,,Football,2024
116-1841,Micky,SKERRETT,mskerrett@uni.edu,Female,10/06/1996,Medicine,,,2023
114-4059,Marget,MCAULIFFE,mmcauliffe@uni.edu,Female,21/09/1996,Computer Science,,,2023
113-2141,Arline,LENNOX,alennox@uni.edu,Genderqueer,06/03/1998,Agronomy,,,2023
114-4143,Adela,WEDMORE.,awedmore.@uni.edu,Non-binary,18/11/1998,Gastronomy,,,2023
112-5660,Cornela,JILLISS,cjilliss@uni.edu,Male,12/09/1998,Biotechnology,,Hockey,2023
119-3015,Guillema,CHATENIER,gchatenier@uni.edu,Female,19/09/1997,Computer Science,,,2023
118-3949,Antony,TERRANS,aterrans@uni.edu,Male,02/02/1997,Computer Science,,Basketball,2023
115-4389,Orrin,CROWDER,ocrowder@uni.edu,Male,09/08/1997,Mathematics,,,2023
119-2310,Alia,RANYELL,aranyell@uni.edu,Female,07/11/1998,Art & Culture,,,2023
112-9340,Rachel,STANDERING,rstandering@uni.edu,Female,02/08/1996,Physics,Beta Mu,,2024
111-7396,Celesta,COLEGROVE,ccolegrove@uni.edu,Male,05/07/1998,Mathematics,,,2023
117-6937,Jolie,DE BRUYN,jdebruyn@uni.edu,Female,12/03/1998,Agronomy,,Swimming,2022
111-1875,Janeen,TOMBLING,jtombling@uni.edu,Female,04/03/1998,Art & Culture,,Volleyball,2022
111-4594,Bogey,MILIFFE,bmiliffe@uni.edu,Female,28/04/1996,History,,Gymnastics,2024
117-8328,Joelie,SIMMONETT,jsimmonett@uni.edu,Male,09/06/1996,Journalism,,,2024
113-5098,Barris,MALICKI,bmalicki@uni.edu,Female,09/01/1997,Engineering,Tau Picore,,2022
112-5155,Ethyl,MACDERMOTT,emacdermott@uni.edu,Male,17/04/1997,Biotechnology,,,2023
112-5778,Giorgia,FRANSCIONI,gfranscioni@uni.edu,Female,14/05/1997,Medicine,,,2023
119-7778,Tedmund,KARPMANN,tkarpmann@uni.edu,Male,23/01/1996,Mathematics,,Martial Arts,2022
115-7501,Tildy,DOMNINEY,tdomniney@uni.edu,Female,06/02/1998,Tourism & Catering,,,2024
111-5935,Fidole,AHARONI,faharoni@uni.edu,Male,19/09/1998,Gastronomy,,,2022
113-3174,Daisey,O'HOGERTIE,dohogertie@uni.edu,Male,21/06/1996,Physics,,,2024
119-2582,Zack,EVESQUE,zevesque@uni.edu,Male,21/11/1997,Biotechnology,,Volleyball,2022
113-6163,Kayne,DEVEREU,kdevereu@uni.edu,Male,13/07/1997,Architecture,,,2024
117-5484,Christyna,WERMERLING,cwermerling@uni.edu,Bigender,26/08/1996,Tourism & Catering,,Tennis,2022
119-9673,Gabrila,LINDBLOM,glindblom@uni.edu,Male,12/07/1998,IT,,,2023
112-7604,Perl,MACCREA,pmaccrea@uni.edu,Female,01/06/1997,Medicine,,Hockey,2023
115-3211,Glenna,SHAWLEY,gshawley@uni.edu,Male,16/10/1998,Law,,Hockey,2024
116-9361,Jeanna,SOOTS,jsoots@uni.edu,Female,12/06/1996,Computer Science,,,2023
113-4049,Arly,ETTER,aetter@uni.edu,Male,23/07/1996,Tourism & Catering,,Tennis,2024
116-9390,Charlena,SISEY,csisey@uni.edu,Male,19/12/1997,Architecture,,Tennis,2023
115-3998,Eolanda,DAMERELL,edamerell@uni.edu,Male,26/06/1997,IT,,,2022
112-7196,Lolly,VINKER,lvinker@uni.edu,Male,27/09/1998,Engineering,,Martial Arts,2023
118-2911,Marchelle,CUMMING,mcumming@uni.edu,Female,12/09/1997,Biotechnology,,,2022
119-4753,Oralia,SPITTLES,ospittles@uni.edu,Polygender,04/06/1996,Business Administration,Tau Picore,Gymnastics,2024
118-9969,Sherlock,BARBE,sbarbe@uni.edu,Male,17/08/1997,Law,Epsilon,Football,2024
114-4651,Amie,PHEBEY,aphebey@uni.edu,Genderqueer,05/03/1996,Computer Science,,,2023
119-5756,Hamilton,MILNTHORPE,hmilnthorpe@uni.edu,Male,20/11/1996,Computer Science,,,2023
111-3660,Reine,BOSOMWORTH,rbosomworth@uni.edu,Female,14/12/1996,History,,,2024
116-5836,Lamond,BEAZER,lbeazer@uni.edu,Female,21/08/1996,Finance,,,2024
118-4339,Drucie,BROEK,dbroek@uni.edu,Male,23/07/1997,Medicine,,Tennis,2022
112-3278,Else,COMAZZO,ecomazzo@uni.edu,Male,14/10/1998,IT,,Volleyball,2023
119-6215,Norby,FODEN,nfoden@uni.edu,Female,25/02/1997,History,,,2022
117-6226,Skylar,O'FLAVERTY,soflaverty@uni.edu,Male,22/02/1997,Biotechnology,,,2022
111-3847,Lorenza,OCKENDEN,lockenden@uni.edu,Male,16/04/1997,Biotechnology,,Tennis,2024
111-9515,Leonid,BAILES,lbailes@uni.edu,Male,12/11/1996,Computer Science,,Soccer,2023
115-2678,Gail,MCCONNACHIE,gmcconnachie@uni.edu,Male,22/07/1998,Tourism & Catering,,,2022
117-6882,Korry,HICKINBOTTOM,khickinbottom@uni.edu,Female,29/05/1997,Psychology,,Volleyball,2024
115-8398,Kasey,SIMION,ksimion@uni.edu,Female,11/12/1998,History,,,2022
116-1853,Bay,BUNNEY,bbunney@uni.edu,Female,05/01/1996,Physics,,,2023
116-6351,Jayme,LAUGHTISSE,jlaughtisse@uni.edu,Male,20/11/1996,Journalism,Tau Picore,Track & Field,2024
116-4485,Munmro,LASHMAR,mlashmar@uni.edu,Female,31/07/1998,Psychology,,Rowing,2022
111-8877,Dita,HUMES,dhumes@uni.edu,Female,25/09/1996,Business Administration,,Soccer,2023
115-6209,Conway,PRANDINI,cprandini@uni.edu,Male,25/02/1997,Agronomy,,Rowing,2024
119-9723,Odo,BELLANY,obellany@uni.edu,Male,29/02/1996,Biotechnology,,,2023
113-7061,Yanaton,SENOGLES,ysenogles@uni.edu,Male,01/09/1998,Finance,,,2024
111-5039,Saunderson,MARINI,smarini@uni.edu,Male,27/01/1996,Agronomy,Delta Magnus,,2022
111-7526,Deana,PANCOST,dpancost@uni.edu,Female,28/10/1998,Psychology,Epsilon,,2024
112-7010,Jerrilyn,BELLOWS,jbellows@uni.edu,Female,23/09/1997,Psychology,,Tennis,2023
118-6033,Dwain,ROUGHLEY,droughley@uni.edu,Female,13/12/1998,Art & Culture,,,2022
112-6224,Nicola,RAMBADT,nrambadt@uni.edu,Male,17/05/1996,Computer Science,,Martial Arts,2024
117-6579,Hinda,RICKETT,hrickett@uni.edu,Female,18/10/1997,Litterature & Linguistics,Nu Phi Lambda,,2024
117-9589,Perri,WINNEY,pwinney@uni.edu,Female,18/04/1998,Computer Science,,,2023
114-6601,Leopold,BELDERSON,lbelderson@uni.edu,Male,09/09/1996,Medicine,,Gymnastics,2023
119-6197,Oates,HARRIMAN,oharriman@uni.edu,Female,25/10/1996,Art & Culture,,,2024
117-3726,Lacee,WASTIE,lwastie@uni.edu,Male,20/10/1997,Engineering,,Basketball,2022
111-4473,Dorie,ESMEAD,desmead@uni.edu,Male,25/09/1997,Tourism & Catering,,,2022
112-4138,Brnaba,FREDDI,bfreddi@uni.edu,Male,03/09/1998,Computer Science,,Football,2023
113-4139,Sacha,GEFFCOCK,sgeffcock@uni.edu,Bigender,25/10/1997,Mathematics,,,2024
113-7943,Joyce,MEINER,jmeiner@uni.edu,Female,24/03/1996,IT,,Hockey,2024
113-3559,Kareem,LOVEARD,kloveard@uni.edu,Male,22/11/1998,Art & Culture,,,2023
115-2199,Care,CORNWELL,ccornwell@uni.edu,Female,27/09/1998,Law,Epsilon,,2022
114-8370,Berni,PRUCE,bpruce@uni.edu,Female,08/08/1998,Medicine,,Soccer,2022
118-1256,Trenton,KHOTER,tkhoter@uni.edu,Female,14/02/1998,Gastronomy,,Hockey,2022
116-2853,Estevan,LILLIE,elillie@uni.edu,Female,01/12/1998,Engineering,,,2024
117-4635,Titos,BRISLAWN,tbrislawn@uni.edu,Female,21/09/1998,IT,Tau Picore,,2023
118-7256,Theresina,WHYFFEN,twhyffen@uni.edu,Female,04/03/1997,Business Administration,,,2024
115-5577,Betteann,PURVES,bpurves@uni.edu,Female,03/01/1997,Chemistry,,Volleyball,2022
118-8548,Saundra,SUERMEIERS,ssuermeiers@uni.edu,Male,19/05/1997,Computer Science,,,2023
112-9950,Clemmy,MARDLIN,cmardlin@uni.edu,Female,16/05/1996,Psychology,Beta Mu,Hockey,2024
114-3252,Noah,SOMMERS,nsommers@uni.edu,Male,10/04/1998,Finance,,,2024
112-2472,Ermanno,GILLION,egillion@uni.edu,Female,23/10/1997,Medicine,,Hockey,2023
117-3567,Antonino,BROMIDGE,abromidge@uni.edu,Male,11/06/1997,Medicine,,Gymnastics,2024
117-3731,Ariel,PEGRUM,apegrum@uni.edu,Female,24/12/1997,History,,Cheerleading,2024
116-3928,Giles,GRUNBAUM,ggrunbaum@uni.edu,Male,13/11/1996,Physics,,,2023
119-7414,Bernarr,MACCONNAL,bmacconnal@uni.edu,Agender,09/04/1997,Computer Science,,,2023
117-4447,Felipa,OXBROUGH,foxbrough@uni.edu,Male,24/11/1997,Medicine,,,2024
116-2136,Delora,MAPOWDER,dmapowder@uni.edu,Female,18/04/1997,Medicine,Nu Phi Lambda,,2024
119-3617,Roi,MCGEEVER,rmcgeever@uni.edu,Male,12/08/1998,Physics,,,2024
113-8047,Gnni,FALKINGHAM,gfalkingham@uni.edu,Genderqueer,31/05/1997,Engineering,,,2023
117-1975,Pacorro,BRAZEL,pbrazel@uni.edu,Female,02/03/1998,Art & Culture,,Gymnastics,2022
118-2608,Rosanna,BENKIN,rbenkin@uni.edu,Male,28/07/1996,Biotechnology,,,2022
114-5814,Clareta,SHENFISCH,cshenfisch@uni.edu,Male,18/07/1997,Computer Science,,,2022
111-7029,Blisse,ROMAIN,bromain@uni.edu,Agender,22/10/1997,Finance,,,2023
117-1064,Jock,AMAYA,jamaya@uni.edu,Male,03/01/1998,Law,,Martial Arts,2022
115-4880,Weston,SCHOLCROFT,wscholcroft@uni.edu,Male,14/01/1996,Law,,,2024
117-6048,Stace,GREENSLADE,sgreenslade@uni.edu,Female,21/11/1997,Business Administration,,Hockey,2022
111-4073,Raychel,KEPPIE,rkeppie@uni.edu,Female,30/08/1998,Psychology,,Soccer,2024
119-1853,Harriott,O'LOUGHANE,holoughane@uni.edu,Male,25/01/1998,IT,,Martial Arts,2024
116-7868,Aldus,BIDDLESTONE,abiddlestone@uni.edu,Male,27/03/1998,Art & Culture,,,2023
112-2484,Filia,LAVALLIE,flavallie@uni.edu,Female,18/07/1996,Physics,,,2022
117-4242,Berrie,CURRALL,bcurrall@uni.edu,Male,08/12/1997,Tourism & Catering,Tau Picore,,2024
